Time (Years),Stock Price
0.133000,119.464654
0.134000,119.227063
0.135000,118.608099
0.136000,118.518548
0.137000,118.522401
0.138000,118.477286
0.139000,119.889111
0.140000,120.352057
0.141000,122.130483
0.142000,120.411846
0.143000,118.077840
0.144000,119.754352
0.145000,120.279552
0.146000,119.077701
0.147000,119.536958
0.148000,119.111812
0.149000,119.124719
0.150000,119.263580
0.151000,118.473537
0.152000,117.833033
0.153000,117.490961
0.154000,118.502380
0.155000,119.223154
0.156000,118.465979
0.157000,117.913406
0.158000,118.885894
0.159000,118.934637
0.160000,117.790084
0.161000,119.501046
0.162000,119.669506
0.163000,119.356492
0.164000,119.410719
0.165000,118.191390
0.166000,118.467854
0.167000,117.572834
0.168000,117.580422
0.169000,119.338268
0.170000,119.058596
0.171000,120.125501
0.172000,119.763387
0.173000,119.926701
0.174000,120.180401
0.175000,120.537862
0.176000,121.614528
0.177000,121.298793
0.178000,121.874121
0.179000,122.307300
0.180000,121.964872
0.181000,121.324323
0.182000,121.739187
0.183000,121.793391
0.184000,123.467939
0.185000,124.788456
0.186000,125.400482
0.187000,123.852356
0.188000,123.446180
0.189000,125.857531
0.190000,126.026899
0.191000,126.348587
0.192000,125.639431
0.193000,127.254905
0.194000,127.245102
0.195000,128.795767
0.196000,128.557178
0.197000,127.447735
0.198000,125.544182
0.199000,125.618660
0.200000,125.901183
0.201000,125.821017
0.202000,126.911289
0.203000,127.680128
0.204000,128.948826
0.205000,130.757115
0.206000,129.590852
0.207000,128.061038
0.208000,128.321266
0.209000,130.911201
0.210000,131.042409
0.211000,132.094639
0.212000,133.309483
0.213000,133.920355
0.214000,134.411685
0.215000,133.980779
0.216000,137.912607
0.217000,137.749934
0.218000,139.462488
0.219000,138.678012
0.220000,138.956900
0.221000,140.734853
0.222000,140.244309
0.223000,141.793169
0.224000,142.206579
0.225000,141.209137
0.226000,140.656140
0.227000,141.737300
0.228000,142.973489
0.229000,142.780083
0.230000,142.819560
0.231000,143.479412
0.232000,144.633326
0.233000,145.444426
0.234000,146.695064
0.235000,148.788961
0.236000,149.150275
0.237000,150.170527
0.238000,148.761665
0.239000,149.687033
0.240000,148.473423
0.241000,147.567183
0.242000,150.031379
0.243000,149.047649
0.244000,148.117816
0.245000,148.022617
0.246000,145.949797
0.247000,147.501310
0.248000,147.892912
0.249000,147.050490
0.250000,146.997744
0.251000,146.044403
0.252000,145.835846
0.253000,143.781813
0.254000,143.744978
0.255000,144.821362
0.256000,144.324572
0.257000,142.761504
0.258000,143.625710
0.259000,143.456280
0.260000,143.735093
0.261000,142.394445
0.262000,143.094111
0.263000,142.275417
0.264000,143.906794
0.265000,144.225036
0.266000,145.724368
0.267000,145.729468
0.268000,146.584171
0.269000,146.572783
0.270000,143.926223
0.271000,144.894798
0.272000,145.159936
0.273000,145.776136
0.274000,145.306923
0.275000,144.997759
0.276000,145.581695
0.277000,144.832622
0.278000,145.948104
0.279000,147.857068
0.280000,148.095424
0.281000,146.112044
0.282000,145.527466
0.283000,146.940716
0.284000,146.996343
0.285000,147.561191
0.286000,148.794115
0.287000,149.842285
0.288000,149.135257
0.289000,148.671786
0.290000,149.068602
0.291000,150.603561
0.292000,149.769359
0.293000,148.760754
0.294000,148.585131
0.295000,147.087367
0.296000,147.544323
0.297000,147.768646
0.298000,147.224590
0.299000,147.726110
0.300000,145.930532
0.301000,144.599233
0.302000,145.454745
0.303000,143.902893
0.304000,143.393692
0.305000,143.472651
0.306000,142.168329
0.307000,142.459603
0.308000,143.177924
0.309000,144.104162
0.310000,145.978247
0.311000,147.426246
0.312000,147.225345
0.313000,147.809103
0.314000,149.684342
0.315000,151.572728
0.316000,151.694687
0.317000,152.369457
0.318000,153.879128
0.319000,156.456503
0.320000,156.519030
0.321000,156.333616
0.322000,156.865515
0.323000,154.337224
0.324000,153.987007
0.325000,155.008111
0.326000,155.923701
0.327000,155.377576
0.328000,155.414154
0.329000,154.754480
0.330000,156.167913
0.331000,155.200312
0.332000,156.463406
0.333000,154.862437
0.334000,155.626084
0.335000,155.639178
0.336000,155.079339
0.337000,154.989259
0.338000,156.825029
0.339000,157.104507
0.340000,154.717209
0.341000,155.452735
0.342000,156.079334
0.343000,156.457067
0.344000,155.327204
0.345000,153.383434
0.346000,153.733581
0.347000,154.549631
0.348000,153.897055
0.349000,154.351258
0.350000,154.600796
0.351000,153.955732
0.352000,153.707595
0.353000,152.052648
0.354000,152.434298
0.355000,151.705855
0.356000,151.916059
0.357000,150.634231
0.358000,150.268494
0.359000,150.894495
0.360000,151.877455
0.361000,151.751071
0.362000,152.319137
0.363000,148.191497
0.364000,149.131410
0.365000,151.515330
0.366000,151.361201
0.367000,152.415500
0.368000,151.821034
0.369000,152.093994
0.370000,154.043269
0.371000,154.374436
0.372000,153.597053
0.373000,154.108035
0.374000,153.240528
0.375000,151.522740
0.376000,150.876739
0.377000,149.683964
0.378000,148.172453
0.379000,148.391667
0.380000,147.836884
0.381000,148.029907
0.382000,149.290207
0.383000,150.088074
0.384000,149.141301
0.385000,149.687293
0.386000,150.067591
0.387000,150.074465
0.388000,149.473485
0.389000,149.172821
0.390000,150.346944
0.391000,150.984896
0.392000,149.585592
0.393000,149.868572
0.394000,149.852088
0.395000,148.187116
0.396000,147.346035
0.397000,146.181658
0.398000,144.918249
0.399000,145.969935
0.400000,145.475475
0.401000,145.647931
0.402000,147.100907
0.403000,147.797325
0.404000,146.296590
0.405000,145.186040
0.406000,145.991758
0.407000,145.949629
0.408000,147.316767
0.409000,144.802599
0.410000,145.177301
0.411000,144.279063
0.412000,144.335165
0.413000,145.268062
0.414000,146.208588
0.415000,146.152968
0.416000,146.981416
0.417000,145.099053
0.418000,145.746666
0.419000,144.680409
0.420000,144.947032
0.421000,144.314451
0.422000,145.250362
0.423000,147.842434
0.424000,148.108366
0.425000,146.882719
0.426000,149.449653
0.427000,149.222022
0.428000,149.193043
0.429000,150.844637
0.430000,151.323172
0.431000,152.210950
0.432000,152.660474
0.433000,150.804840
0.434000,150.585783
0.435000,151.009886
0.436000,153.197060
0.437000,154.205752
0.438000,154.748396
0.439000,153.599649
0.440000,155.419323
0.441000,155.656246
0.442000,155.427211
0.443000,155.647875
0.444000,156.751470
0.445000,157.543812
0.446000,156.454458
0.447000,158.868488
0.448000,160.052606
0.449000,158.211122
0.450000,159.747998
0.451000,160.584548
0.452000,161.511716
0.453000,159.953015
0.454000,158.641693
0.455000,158.338946
0.456000,156.522008
0.457000,156.706111
0.458000,155.859398
0.459000,154.015425
0.460000,157.058900
0.461000,158.140078
0.462000,157.860512
0.463000,159.325239
0.464000,158.146752
0.465000,159.590649
0.466000,160.143449
0.467000,159.704087
0.468000,160.518606
0.469000,161.091511
0.470000,162.948223
0.471000,161.489373
0.472000,163.176535
0.473000,164.691657
0.474000,165.196075
0.475000,165.560870
0.476000,164.559836
0.477000,163.756419
0.478000,163.375859
0.479000,162.313244
0.480000,162.187147
0.481000,162.578217
0.482000,163.346365
0.483000,163.035702
0.484000,162.357975
0.485000,162.140329
0.486000,162.188899
0.487000,162.065342
0.488000,161.892385
0.489000,160.663667
0.490000,160.343241
0.491000,159.326947
0.492000,159.474630
0.493000,158.249148
0.494000,158.662506
0.495000,159.980702
0.496000,159.092121
0.497000,159.716400
0.498000,161.301865
0.499000,161.680707
0.500000,163.148699
0.501000,161.087424
0.502000,158.270126
0.503000,158.669664
0.504000,157.661781
0.505000,159.477792
0.506000,159.412396
0.507000,156.764854
0.508000,154.830811
0.509000,157.655404
0.510000,158.654456
0.511000,159.836738
0.512000,160.837980
0.513000,162.543552
0.514000,161.706746
0.515000,162.380857
0.516000,163.132267
0.517000,164.058558
0.518000,163.054322
0.519000,163.580895
0.520000,165.355480
0.521000,165.009545
0.522000,164.111208
0.523000,165.652574
0.524000,167.219039
0.525000,165.957039
0.526000,166.640854
0.527000,165.509572
0.528000,166.247424
0.529000,165.441649
0.530000,162.020321
0.531000,162.267755
0.532000,160.934542
0.533000,162.898884
0.534000,164.628654
0.535000,164.377598
0.536000,164.325469
0.537000,165.106515
0.538000,163.466851
0.539000,165.497213
0.540000,167.006408
0.541000,167.779395
0.542000,168.737530
0.543000,167.311155
0.544000,167.422625
0.545000,169.242207
0.546000,169.986517
0.547000,169.553430
0.548000,172.985810
0.549000,172.984082
0.550000,172.819472
0.551000,173.112648
0.552000,172.469469
0.553000,173.944630
0.554000,174.526352
0.555000,177.146096
0.556000,177.424516
0.557000,174.147041
0.558000,172.938827
0.559000,172.010293
0.560000,173.729662
0.561000,175.249060
0.562000,174.839664
0.563000,170.869176
0.564000,169.471003
0.565000,171.308265
0.566000,173.308867
0.567000,175.040866
0.568000,176.615565
0.569000,176.240688
0.570000,178.134998
0.571000,180.247360
0.572000,180.039569
0.573000,178.901583
0.574000,178.200634
0.575000,178.726716
0.576000,178.952336
0.577000,178.886239
0.578000,178.255235
0.579000,176.869465
0.580000,175.924622
0.581000,177.042246
0.582000,175.260799
0.583000,176.506403
0.584000,179.227504
0.585000,179.724023
0.586000,178.042125
0.587000,179.357675
0.588000,179.171173
0.589000,177.737512
0.590000,177.797948
0.591000,178.885388
0.592000,180.135346
0.593000,181.154771
0.594000,178.756788
0.595000,178.714615
0.596000,177.521452
0.597000,175.417490
0.598000,175.212841
0.599000,178.124172
0.600000,178.170949
0.601000,177.943572
0.602000,177.202896
0.603000,174.280018
0.604000,173.033010
0.605000,173.896898
0.606000,174.551543
0.607000,173.430212
0.608000,173.685675
0.609000,172.683772
0.610000,172.064781
0.611000,172.804374
0.612000,171.798025
0.613000,174.062563
0.614000,173.643955
0.615000,173.727171
0.616000,172.393090
0.617000,172.343278
0.618000,171.557979
0.619000,170.087040
0.620000,171.851810
0.621000,171.102832
0.622000,172.167289
0.623000,168.929898
0.624000,169.255950
0.625000,168.655067
0.626000,168.842246
0.627000,171.574536
0.628000,171.261606
0.629000,171.405368
0.630000,171.021120
0.631000,170.912326
0.632000,170.211173
0.633000,170.337158
0.634000,171.575812
0.635000,168.989617
0.636000,169.896193
0.637000,168.990814
0.638000,166.951341
0.639000,164.061742
0.640000,163.755090
0.641000,161.559963
0.642000,160.666105
0.643000,159.626322
0.644000,159.492221
0.645000,158.829493
0.646000,156.404159
0.647000,154.532087
0.648000,154.854432
0.649000,156.282177
0.650000,153.960105
0.651000,156.338601
0.652000,157.542328
0.653000,157.404161
0.654000,156.386662
0.655000,156.800627
0.656000,157.185252
0.657000,155.963731
0.658000,155.373416
0.659000,156.486856
0.660000,157.147993
0.661000,159.088222
0.662000,160.661793
0.663000,159.964494
0.664000,161.497747
0.665000,160.607125
0.666000,162.156617
0.667000,161.284794
0.668000,161.004158
0.669000,161.550525
0.670000,161.852516
0.671000,163.530851
0.672000,162.152479
0.673000,163.065998
0.674000,163.265419
0.675000,165.773884
0.676000,164.804403
0.677000,164.384378
0.678000,164.232677
0.679000,165.504951
0.680000,167.133505
0.681000,166.494688
0.682000,168.849103
0.683000,168.575397
0.684000,166.269123
0.685000,166.965321
0.686000,167.820021
0.687000,165.025918
0.688000,166.720668
0.689000,167.619042
0.690000,168.082259
0.691000,169.737904
0.692000,169.340021
0.693000,170.538250
0.694000,171.239162
0.695000,171.335546
0.696000,170.505475
0.697000,169.989720
0.698000,170.157095
0.699000,169.533400
0.700000,170.101330
0.701000,172.134963
0.702000,170.768923
0.703000,170.837265
0.704000,172.441900
0.705000,171.951555
0.706000,170.870326
0.707000,169.386460
0.708000,169.799165
0.709000,168.481913
0.710000,169.497654
0.711000,168.096663
0.712000,168.942486
0.713000,167.839910
0.714000,167.736692
0.715000,168.048426
0.716000,167.430723
0.717000,168.852625
0.718000,168.039030
0.719000,166.561146
0.720000,167.731701
0.721000,169.355229
0.722000,169.039361
0.723000,169.602178
0.724000,168.998134
0.725000,169.302521
0.726000,167.080625
0.727000,166.005731
0.728000,164.191052
0.729000,165.191826
0.730000,163.653382
0.731000,163.856423
0.732000,162.950002
0.733000,163.208439
0.734000,164.333471
0.735000,165.644792
0.736000,166.319563
0.737000,167.410760
0.738000,165.919542
0.739000,166.048896
0.740000,166.180672
0.741000,166.764407
0.742000,166.275735
0.743000,167.293215
0.744000,165.289561
0.745000,164.771421
0.746000,166.798701
0.747000,166.976124
0.748000,163.880913
0.749000,162.078597
0.750000,160.556510
0.751000,160.630364
0.752000,161.364314
0.753000,160.426178
0.754000,160.888761
0.755000,162.134792
0.756000,161.642422
0.757000,160.306398
0.758000,162.867430
0.759000,164.166242
0.760000,161.751820
0.761000,162.462647
0.762000,164.388688
0.763000,166.100683
0.764000,166.397089
0.765000,164.627756
0.766000,167.252104
0.767000,167.678262
0.768000,168.224615
0.769000,167.170285
0.770000,167.612048
0.771000,166.198805
0.772000,166.135652
0.773000,167.683698
0.774000,167.368327
0.775000,167.457619
0.776000,166.018552
0.777000,165.249866
0.778000,168.385204
0.779000,168.675866
0.780000,170.362317
0.781000,170.073860
0.782000,170.310190
0.783000,169.331505
0.784000,168.623301
0.785000,170.782213
0.786000,171.677291
0.787000,170.529608
0.788000,169.983491
0.789000,170.724554
0.790000,170.126303
0.791000,167.859797
0.792000,169.850560
0.793000,170.744683
0.794000,172.722954
0.795000,172.900384
0.796000,172.352643
0.797000,171.420029
0.798000,170.111439
0.799000,169.921542
0.800000,170.119965
0.801000,171.850675
0.802000,172.292240
0.803000,172.012143
0.804000,171.542069
0.805000,171.135833
0.806000,172.791608
0.807000,171.078797
0.808000,171.127345
0.809000,171.964762
0.810000,170.854286
0.811000,170.369123
0.812000,169.407017
0.813000,166.185955
0.814000,166.743618
0.815000,165.467747
0.816000,167.409489
0.817000,167.082404
0.818000,170.843618
0.819000,171.329801
0.820000,173.098421
0.821000,175.202621
0.822000,173.445175
0.823000,174.834082
0.824000,174.402917
0.825000,175.487763
0.826000,177.455632
0.827000,178.212776
0.828000,177.329950
0.829000,177.391869
0.830000,175.844462
0.831000,176.720366
0.832000,176.179593
0.833000,176.809969
0.834000,177.334312
0.835000,179.963552
0.836000,179.937901
0.837000,178.596789
0.838000,178.603254
0.839000,175.405497
0.840000,174.470774
0.841000,173.153432
0.842000,172.355574
0.843000,170.185298
0.844000,168.229818
0.845000,168.924962
0.846000,170.261264
0.847000,168.524808
0.848000,168.223962
0.849000,167.011887
0.850000,166.826251
0.851000,168.017807
0.852000,170.721954
0.853000,171.219730
0.854000,170.778060
0.855000,172.124207
0.856000,169.361109
0.857000,168.765746
0.858000,166.782418
0.859000,167.239536
0.860000,167.065542
0.861000,166.871244
0.862000,165.957785
0.863000,168.734375
0.864000,166.766424
0.865000,167.381238
0.866000,166.756738
0.867000,165.304690
0.868000,165.405495
0.869000,164.536932
0.870000,164.147502
0.871000,163.580013
0.872000,163.608661
0.873000,162.404423
0.874000,164.827491
0.875000,166.683186
0.876000,168.784962
0.877000,169.337901
0.878000,166.988450
0.879000,168.089848
0.880000,167.461480
0.881000,165.815224
0.882000,167.172067
0.883000,168.601161
0.884000,166.261424
0.885000,167.619635
0.886000,169.983076
0.887000,171.868577
0.888000,172.627198
0.889000,172.492372
0.890000,170.788590
0.891000,171.607203
0.892000,172.786119
0.893000,172.886394
0.894000,173.937606
0.895000,170.964442
0.896000,171.687507
0.897000,170.681902
0.898000,169.679360
0.899000,169.317561
0.900000,168.892212
0.901000,170.602815
0.902000,169.573142
0.903000,170.640874
0.904000,171.095959
0.905000,167.377308
0.906000,167.656115
0.907000,166.385098
0.908000,168.328102
0.909000,168.315394
0.910000,166.802561
0.911000,169.069791
0.912000,168.751596
0.913000,167.624894
0.914000,167.789867
0.915000,169.541360
0.916000,168.428133
0.917000,168.833305
0.918000,168.272019
0.919000,168.512135
0.920000,170.900613
0.921000,170.339584
0.922000,168.496308
0.923000,165.950448
0.924000,164.591170
0.925000,166.439659
0.926000,166.452094
0.927000,167.892309
0.928000,168.597060
0.929000,170.099079
0.930000,169.446105
0.931000,169.688655
0.932000,168.477244
0.933000,171.104911
0.934000,171.364041
0.935000,171.801941
0.936000,170.416209
0.937000,169.634918
0.938000,169.439427
0.939000,170.251965
0.940000,171.869583
0.941000,173.179437
0.942000,171.499859
0.943000,172.433083
0.944000,172.122345
0.945000,173.917913
0.946000,173.017228
0.947000,170.908135
0.948000,172.411791
0.949000,172.684845
0.950000,173.762757
0.951000,174.007926
0.952000,173.889163
0.953000,172.302193
0.954000,174.231350
0.955000,174.929568
0.956000,176.070328
0.957000,176.174073
0.958000,176.645221
0.959000,173.254557
0.960000,173.801756
0.961000,174.332116
0.962000,172.514787
0.963000,170.756606
0.964000,169.499185
0.965000,171.357216
0.966000,171.197252
0.967000,174.039718
0.968000,174.499730
0.969000,172.780073
0.970000,171.409444
0.971000,171.808284
0.972000,171.700053
0.973000,170.614294
0.974000,170.452008
0.975000,169.698171
0.976000,168.251712
0.977000,168.698319
0.978000,169.909465
0.979000,170.328718
0.980000,169.874319
0.981000,169.822873
0.982000,169.218278
0.983000,168.122791
0.984000,170.127535
0.985000,170.613094
0.986000,170.917418
0.987000,171.839475
0.988000,171.483817
0.989000,169.491543
0.990000,170.772876
0.991000,170.199945
0.992000,168.780951
0.993000,169.669165
0.994000,167.799405
0.995000,167.608024
0.996000,167.686842
0.997000,167.232605
0.998000,167.637762
0.999000,168.173198
1.000000,167.527854
