Time (Years),Stock Price
0.238000,111.691961
0.239000,112.280285
0.240000,112.243554
0.241000,112.661223
0.242000,112.751997
0.243000,112.916416
0.244000,112.113782
0.245000,111.620767
0.246000,112.079570
0.247000,111.617092
0.248000,112.653711
0.249000,112.760526
0.250000,111.364958
0.251000,110.792496
0.252000,110.712857
0.253000,108.889250
0.254000,109.714304
0.255000,109.355869
0.256000,109.751869
0.257000,108.964070
0.258000,108.658380
0.259000,109.208047
0.260000,109.118800
0.261000,108.845225
0.262000,110.883951
0.263000,109.905057
0.264000,110.860939
0.265000,111.111557
0.266000,110.809127
0.267000,110.646947
0.268000,110.426146
0.269000,111.382322
0.270000,111.513854
0.271000,110.541052
0.272000,110.620137
0.273000,110.581340
0.274000,109.716822
0.275000,109.173028
0.276000,109.770457
0.277000,109.629241
0.278000,108.632900
0.279000,106.638530
0.280000,107.616513
0.281000,108.528859
0.282000,108.866874
0.283000,108.290366
0.284000,110.145451
0.285000,109.044910
0.286000,108.825882
0.287000,107.683713
0.288000,106.601183
0.289000,105.574954
0.290000,104.580497
0.291000,103.574887
0.292000,103.618286
0.293000,103.678943
0.294000,103.835510
0.295000,103.471349
0.296000,103.597715
0.297000,103.813679
0.298000,103.107299
0.299000,103.145591
0.300000,102.346950
0.301000,102.102143
0.302000,101.247070
0.303000,100.739335
0.304000,101.079846
0.305000,99.802301
0.306000,99.585781
0.307000,98.761086
0.308000,99.022820
0.309000,99.115687
0.310000,99.626453
0.311000,99.395513
0.312000,97.176395
0.313000,96.467101
0.314000,95.144262
0.315000,95.142252
0.316000,94.959879
0.317000,95.786984
0.318000,95.865097
0.319000,96.104511
0.320000,94.770755
0.321000,93.440449
0.322000,92.814678
0.323000,91.992630
0.324000,91.175688
0.325000,90.465273
0.326000,90.991535
0.327000,91.592102
0.328000,91.507437
0.329000,91.335318
0.330000,91.598637
0.331000,91.906110
0.332000,92.014419
0.333000,90.800563
0.334000,90.448029
0.335000,90.087544
0.336000,90.193700
0.337000,89.856192
0.338000,90.203901
0.339000,90.200384
0.340000,89.608573
0.341000,89.665725
0.342000,90.161715
0.343000,90.701009
0.344000,89.433246
0.345000,90.721473
0.346000,90.048122
0.347000,88.760597
0.348000,88.213945
0.349000,88.044939
0.350000,87.718118
0.351000,88.575954
0.352000,89.223652
0.353000,89.346163
0.354000,90.337963
0.355000,91.037630
0.356000,91.381792
0.357000,91.351063
0.358000,91.001011
0.359000,91.308077
0.360000,91.876883
0.361000,92.534690
0.362000,93.376228
0.363000,93.758151
0.364000,93.477339
0.365000,92.625711
0.366000,93.288206
0.367000,93.972286
0.368000,94.502357
0.369000,94.444564
0.370000,94.069446
0.371000,93.420013
0.372000,92.995958
0.373000,93.085292
0.374000,93.504488
0.375000,93.880041
0.376000,94.440302
0.377000,94.981284
0.378000,94.430317
0.379000,93.964715
0.380000,93.015482
0.381000,94.328724
0.382000,94.854712
0.383000,93.917135
0.384000,94.897104
0.385000,94.400457
0.386000,94.207945
0.387000,93.870003
0.388000,94.524268
0.389000,92.968156
0.390000,92.493379
0.391000,93.043480
0.392000,92.998137
0.393000,92.141441
0.394000,93.235540
0.395000,94.245500
0.396000,94.916240
0.397000,95.742712
0.398000,95.059569
0.399000,95.107525
0.400000,94.612266
0.401000,95.608717
0.402000,96.346419
0.403000,97.103387
0.404000,96.227708
0.405000,96.656263
0.406000,95.113303
0.407000,93.805107
0.408000,94.739650
0.409000,94.964993
0.410000,95.972151
0.411000,96.144007
0.412000,96.629793
0.413000,97.221160
0.414000,97.765960
0.415000,97.816240
0.416000,98.200611
0.417000,97.382819
0.418000,97.561752
0.419000,98.116165
0.420000,98.712981
0.421000,98.962515
0.422000,99.002696
0.423000,99.058900
0.424000,99.231544
0.425000,98.244108
0.426000,97.827373
0.427000,96.489708
0.428000,96.780736
0.429000,96.675252
0.430000,95.886157
0.431000,96.015495
0.432000,95.722828
0.433000,96.365119
0.434000,96.214655
0.435000,95.780733
0.436000,96.220288
0.437000,95.614871
0.438000,95.395624
0.439000,93.888610
0.440000,94.571135
0.441000,94.625513
0.442000,94.614786
0.443000,94.214323
0.444000,95.072437
0.445000,94.506272
0.446000,93.096343
0.447000,92.711053
0.448000,92.869270
0.449000,92.606415
0.450000,92.219437
0.451000,92.925740
0.452000,92.380241
0.453000,92.460358
0.454000,91.038846
0.455000,91.067354
0.456000,90.739493
0.457000,91.637227
0.458000,91.792463
0.459000,92.483329
0.460000,93.747891
0.461000,94.307635
0.462000,94.892862
0.463000,94.878975
0.464000,94.373354
0.465000,94.338889
0.466000,93.399425
0.467000,93.666724
0.468000,92.338428
0.469000,92.607033
0.470000,92.540508
0.471000,92.404935
0.472000,92.641326
0.473000,92.038558
0.474000,92.090566
0.475000,91.254325
0.476000,89.983629
0.477000,90.355624
0.478000,90.897809
0.479000,90.278762
0.480000,90.025950
0.481000,90.056612
0.482000,89.666384
0.483000,90.467829
0.484000,90.561535
0.485000,91.432690
0.486000,92.090274
0.487000,91.322955
0.488000,90.935975
0.489000,91.344536
0.490000,90.975132
0.491000,90.686416
0.492000,91.248177
0.493000,91.984565
0.494000,92.333347
0.495000,90.487200
0.496000,90.251690
0.497000,90.920461
0.498000,91.319501
0.499000,91.535784
0.500000,90.801246
0.501000,90.369435
0.502000,89.154605
0.503000,88.421578
0.504000,88.143289
0.505000,87.813414
0.506000,86.876910
0.507000,86.994461
0.508000,87.684607
0.509000,86.399676
0.510000,85.679710
0.511000,86.397409
0.512000,86.968594
0.513000,86.991245
0.514000,85.905526
0.515000,86.089860
0.516000,86.422197
0.517000,85.111211
0.518000,85.186296
0.519000,85.695106
0.520000,85.309712
0.521000,86.144683
0.522000,85.945577
0.523000,85.527049
0.524000,86.604226
0.525000,86.427938
0.526000,86.645084
0.527000,87.103721
0.528000,88.166489
0.529000,87.912956
0.530000,87.768920
0.531000,88.504021
0.532000,87.603105
0.533000,87.781173
0.534000,87.834079
0.535000,87.882583
0.536000,87.854484
0.537000,86.910247
0.538000,86.704788
0.539000,86.517374
0.540000,85.791714
0.541000,85.262273
0.542000,84.914549
0.543000,85.162435
0.544000,85.387196
0.545000,85.678203
0.546000,87.122021
0.547000,86.412345
0.548000,87.567179
0.549000,88.666763
0.550000,87.168441
0.551000,86.720582
0.552000,85.880352
0.553000,85.008710
0.554000,83.668491
0.555000,83.308422
0.556000,83.216627
0.557000,82.596897
0.558000,82.503146
0.559000,82.169487
0.560000,82.271417
0.561000,82.491145
0.562000,81.361924
0.563000,81.157797
0.564000,81.373118
0.565000,82.377886
0.566000,81.700741
0.567000,81.290912
0.568000,81.157090
0.569000,80.926013
0.570000,80.688922
0.571000,80.468805
0.572000,80.537216
0.573000,79.429565
0.574000,78.856873
0.575000,79.447451
0.576000,79.500163
0.577000,79.191795
0.578000,79.521212
0.579000,79.281964
0.580000,79.743769
0.581000,80.047390
0.582000,79.921975
0.583000,79.897021
0.584000,79.972971
0.585000,80.732543
0.586000,80.799822
0.587000,81.825035
0.588000,81.836022
0.589000,80.638674
0.590000,80.991852
0.591000,80.528397
0.592000,80.747153
0.593000,80.071046
0.594000,79.287467
0.595000,79.527917
0.596000,80.192682
0.597000,80.254535
0.598000,80.447525
0.599000,79.772928
0.600000,79.567551
0.601000,80.469106
0.602000,81.087337
0.603000,81.504671
0.604000,81.637011
0.605000,81.927974
0.606000,81.876653
0.607000,82.481816
0.608000,82.240392
0.609000,82.013125
0.610000,82.521830
0.611000,82.049761
0.612000,82.282555
0.613000,81.242830
0.614000,80.585339
0.615000,80.164788
0.616000,80.433439
0.617000,79.514524
0.618000,79.953481
0.619000,80.476396
0.620000,80.635866
0.621000,81.525301
0.622000,81.510124
0.623000,81.907600
0.624000,82.034348
0.625000,80.351489
0.626000,80.661851
0.627000,81.356012
0.628000,81.612725
0.629000,81.368293
0.630000,81.191970
0.631000,82.576722
0.632000,82.299846
0.633000,82.361438
0.634000,82.208900
0.635000,81.232923
0.636000,81.832853
0.637000,81.355470
0.638000,81.345893
0.639000,80.669457
0.640000,80.798471
0.641000,79.835433
0.642000,80.256185
0.643000,79.560500
0.644000,80.441579
0.645000,80.770810
0.646000,81.789289
0.647000,81.765885
0.648000,81.563539
0.649000,81.964123
0.650000,82.139622
0.651000,81.769380
0.652000,83.197676
0.653000,84.291324
0.654000,84.228215
0.655000,83.804327
0.656000,83.147999
0.657000,82.718595
0.658000,83.094190
0.659000,82.638015
0.660000,82.266851
0.661000,82.635531
0.662000,82.790713
0.663000,82.041114
0.664000,82.226112
0.665000,82.335515
0.666000,82.629963
0.667000,82.258599
0.668000,82.251352
0.669000,82.296920
0.670000,81.385742
0.671000,80.722739
0.672000,81.124492
0.673000,81.295922
0.674000,80.921299
0.675000,79.444746
0.676000,79.171216
0.677000,79.003712
0.678000,78.720729
0.679000,78.013846
0.680000,78.597862
0.681000,78.472781
0.682000,78.969056
0.683000,79.158719
0.684000,78.944579
0.685000,78.939054
0.686000,78.438158
0.687000,78.920744
0.688000,78.489469
0.689000,78.834404
0.690000,79.108615
0.691000,79.615064
0.692000,80.616762
0.693000,79.605489
0.694000,78.306772
0.695000,78.559620
0.696000,79.230247
0.697000,79.765392
0.698000,79.746647
0.699000,79.523114
0.700000,79.510836
0.701000,79.443119
0.702000,79.010407
0.703000,78.127164
0.704000,78.713527
0.705000,77.615373
0.706000,77.497551
0.707000,77.283999
0.708000,77.968450
0.709000,78.451878
0.710000,78.147989
0.711000,78.013556
0.712000,78.025814
0.713000,78.948623
0.714000,79.075660
0.715000,78.319786
0.716000,77.930975
0.717000,78.235171
0.718000,79.710629
0.719000,79.698790
0.720000,79.508407
0.721000,79.456280
0.722000,79.163368
0.723000,78.784517
0.724000,79.436760
0.725000,78.483512
0.726000,78.127034
0.727000,78.041812
0.728000,78.655857
0.729000,79.084820
0.730000,78.711004
0.731000,78.952195
0.732000,79.741415
0.733000,80.061796
0.734000,79.995390
0.735000,79.898175
0.736000,79.618828
0.737000,79.022293
0.738000,77.931871
0.739000,77.747586
0.740000,76.349282
0.741000,76.886720
0.742000,76.793084
0.743000,76.475829
0.744000,76.908440
0.745000,76.618692
0.746000,76.431446
0.747000,77.220226
0.748000,76.574235
0.749000,76.284438
0.750000,76.555001
0.751000,76.955807
0.752000,77.689154
0.753000,77.033156
0.754000,76.690723
0.755000,76.538550
0.756000,76.875195
0.757000,77.307201
0.758000,77.730613
0.759000,77.798532
0.760000,78.739714
0.761000,78.251651
0.762000,77.674599
0.763000,76.787467
0.764000,76.934516
0.765000,77.353535
0.766000,76.570824
0.767000,76.825357
0.768000,76.211479
0.769000,76.207546
0.770000,75.854907
0.771000,76.352837
0.772000,76.283988
0.773000,75.121593
0.774000,75.480659
0.775000,76.006426
0.776000,76.479398
0.777000,76.672587
0.778000,76.873578
0.779000,77.564165
0.780000,77.112328
0.781000,75.860831
0.782000,75.989835
0.783000,75.468917
0.784000,74.845163
0.785000,75.409048
0.786000,75.464614
0.787000,76.429232
0.788000,76.578622
0.789000,77.010293
0.790000,76.995672
0.791000,77.107701
0.792000,76.234947
0.793000,76.132647
0.794000,75.859623
0.795000,75.440500
0.796000,76.043152
0.797000,75.737235
0.798000,74.540609
0.799000,74.289724
0.800000,74.904655
0.801000,55.478680
0.802000,55.373241
0.803000,54.772317
0.804000,54.469044
0.805000,54.129204
0.806000,54.502846
0.807000,53.967595
0.808000,53.885436
0.809000,53.037132
0.810000,52.725007
0.811000,53.004279
0.812000,52.637838
0.813000,52.244366
0.814000,52.753722
0.815000,52.742784
0.816000,52.627257
0.817000,51.940342
0.818000,52.327690
0.819000,52.583141
0.820000,52.891866
0.821000,52.997295
0.822000,52.755636
0.823000,53.610469
0.824000,53.058305
0.825000,52.871017
0.826000,52.814269
0.827000,52.549369
0.828000,52.119960
0.829000,51.784207
0.830000,52.007048
0.831000,52.372767
0.832000,51.870076
0.833000,52.301273
0.834000,51.783563
0.835000,51.375837
0.836000,50.686693
0.837000,50.766572
0.838000,50.911041
0.839000,51.181163
0.840000,51.247039
0.841000,51.071453
0.842000,50.798269
0.843000,50.988515
0.844000,51.235338
0.845000,51.676937
0.846000,51.748502
0.847000,51.626594
0.848000,51.882593
0.849000,52.205989
0.850000,52.321542
0.851000,53.050405
0.852000,53.259411
0.853000,53.369156
0.854000,53.486650
0.855000,53.636662
0.856000,53.820702
0.857000,53.720214
0.858000,54.298699
0.859000,54.446301
0.860000,54.642685
0.861000,55.466346
0.862000,55.809737
0.863000,55.587378
0.864000,55.531931
0.865000,56.109969
0.866000,56.738558
0.867000,57.123653
0.868000,56.877856
0.869000,56.937045
0.870000,57.042861
0.871000,56.722965
0.872000,57.365133
0.873000,56.937809
0.874000,56.595950
0.875000,56.521661
0.876000,56.725464
0.877000,57.155090
0.878000,56.811168
0.879000,57.143645
0.880000,57.236345
0.881000,58.288224
0.882000,58.269036
0.883000,58.846249
0.884000,58.722417
0.885000,59.044312
0.886000,58.893798
0.887000,57.700375
0.888000,57.701041
0.889000,56.425724
0.890000,56.281865
0.891000,56.028229
0.892000,55.635722
0.893000,55.318804
0.894000,55.415042
0.895000,54.990258
0.896000,55.271853
0.897000,55.951007
0.898000,56.930997
0.899000,56.389557
0.900000,56.788579
0.901000,56.636496
0.902000,56.307751
0.903000,56.406833
0.904000,56.671875
0.905000,57.052848
0.906000,57.001949
0.907000,56.684837
0.908000,56.780113
0.909000,56.300145
0.910000,55.920261
0.911000,56.489525
0.912000,56.101871
0.913000,55.584560
0.914000,54.800363
0.915000,54.564338
0.916000,54.571181
0.917000,53.981103
0.918000,54.385510
0.919000,54.135321
0.920000,54.739431
0.921000,55.439055
0.922000,56.061235
0.923000,56.535830
0.924000,57.774630
0.925000,58.128957
0.926000,58.001315
0.927000,57.374753
0.928000,57.118063
0.929000,56.899783
0.930000,56.858594
0.931000,57.111012
0.932000,57.501845
0.933000,58.150128
0.934000,58.732076
0.935000,59.386112
0.936000,58.921264
0.937000,59.282797
0.938000,59.518361
0.939000,58.963332
0.940000,59.180487
0.941000,59.313862
0.942000,59.715703
0.943000,59.320614
0.944000,58.951284
0.945000,58.975257
0.946000,59.615759
0.947000,60.131285
0.948000,60.385870
0.949000,60.375071
0.950000,60.352732
0.951000,60.811849
0.952000,61.251522
0.953000,60.368012
0.954000,61.533453
0.955000,61.144800
0.956000,60.762500
0.957000,61.336060
0.958000,61.429496
0.959000,61.693996
0.960000,61.727217
0.961000,62.226901
0.962000,61.823572
0.963000,62.312808
0.964000,62.377587
0.965000,63.154730
0.966000,64.289731
0.967000,64.109826
0.968000,65.093324
0.969000,65.399125
0.970000,65.377163
0.971000,65.210488
0.972000,65.652610
0.973000,65.088728
0.974000,64.963990
0.975000,65.434276
0.976000,65.521186
0.977000,64.929458
0.978000,64.637823
0.979000,64.829381
0.980000,64.874024
0.981000,64.373926
0.982000,64.199358
0.983000,65.012858
0.984000,64.723208
0.985000,64.483635
0.986000,65.738193
0.987000,65.948859
0.988000,66.304458
0.989000,66.028160
0.990000,66.498416
0.991000,65.479274
0.992000,65.132418
0.993000,65.597475
0.994000,66.671874
0.995000,67.242407
0.996000,67.081010
0.997000,67.381954
0.998000,67.120562
0.999000,67.266191
1.000000,68.147216
